Sample,File,FileSeries
GSM2814600,GSM2814600_10006044053_R03C02,GSE105018
GSM2814231,GSM2814231_9828653026_R06C02,GSE105018
GSM2814457,GSM2814457_9971851002_R04C01,GSE105018
GSM2363766,GSM2363766_10005833064_R03C02,GSE89278
GSM2363849,GSM2363849_10005833080_R02C02,GSE89278
GSM2363700,GSM2363700_10003886105_R03C01,GSE89278
GSM2363617,GSM2363617_10003886027_R04C01,GSE89278
GSM2363783,GSM2363783_10005833079_R02C01,GSE89278
GSM2363829,GSM2363829_10005833034_R06C02,GSE89278
GSM2363620,GSM2363620_10003886027_R01C02,GSE89278
GSM2363703,GSM2363703_10003886105_R06C01,GSE89278
GSM2363786,GSM2363786_10005833079_R05C01,GSE89278
GSM2363580,GSM2363580_10003886014_R03C01,GSE89278
GSM2363866,GSM2363866_10005833106_R01C01,GSE89278
GSM2363663,GSM2363663_10005833073_R02C01,GSE89278
GSM2363657,GSM2363657_10005833043_R02C02,GSE89278
GSM2363740,GSM2363740_10005833007_R01C02,GSE89278
GSM2363869,GSM2363869_10005833106_R04C01,GSE89278
GSM2363554,GSM2363554_10003886028_R01C01,GSE89278
GSM2363557,GSM2363557_10003886028_R04C01,GSE89278
GSM2363760,GSM2363760_10005833064_R03C01,GSE89278
GSM2363843,GSM2363843_10005833080_R02C01,GSE89278
GSM2363763,GSM2363763_10005833064_R06C01,GSE89278
GSM2363574,GSM2363574_10003886051_R03C02,GSE89278
GSM2363683,GSM2363683_10003886068_R04C02,GSE89278
GSM2363886,GSM2363886_10003886039_R03C02,GSE89278
GSM2363600,GSM2363600_10003886016_R05C02,GSE89278
GSM2363660,GSM2363660_10005833043_R05C02,GSE89278
GSM2363692,GSM2363692_10003886104_R01C02,GSE89278
GSM2363895,GSM2363895_9904796235_R03C02,GSE89278
GSM2363875,GSM2363875_10005833106_R04C02,GSE89278
GSM2363792,GSM2363792_10005833079_R05C02,GSE89278
GSM2363583,GSM2363583_10003886014_R06C01,GSE89278
GSM2363795,GSM2363795_10005833085_R02C01,GSE89278
GSM2363534,GSM2363534_10003885149_R05C01,GSE89278
GSM2363803,GSM2363803_10005833085_R04C02,GSE89278
GSM2363677,GSM2363677_10003886068_R04C01,GSE89278
GSM2363889,GSM2363889_10003886039_R06C02,GSE89278
GSM2363680,GSM2363680_10003886068_R01C02,GSE89278
GSM2363892,GSM2363892_9904796235_R06C01,GSE89278
GSM2363809,GSM2363809_10005833094_R04C01,GSE89278
GSM2363586,GSM2363586_10003886014_R03C02,GSE89278
GSM2363872,GSM2363872_10005833106_R01C02,GSE89278
GSM2363898,GSM2363898_9904796235_R06C02,GSE89278
GSM2363577,GSM2363577_10003886051_R06C02,GSE89278
GSM2363746,GSM2363746_10005833062_R01C01,GSE89278
GSM2363537,GSM2363537_10003885149_R02C02,GSE89278
GSM2363769,GSM2363769_10005833064_R06C02,GSE89278
GSM2363686,GSM2363686_10003886104_R01C01,GSE89278
GSM2363689,GSM2363689_10003886104_R04C01,GSE89278
GSM2363599,GSM2363599_10003886016_R04C02,GSE89278
GSM2363637,GSM2363637_10005833032_R06C02,GSE89278
GSM2363812,GSM2363812_10005833094_R01C02,GSE89278
GSM2363720,GSM2363720_10003886146_R05C02,GSE89278
GSM2363640,GSM2363640_10005833035_R03C01,GSE89278
GSM2363811,GSM2363811_10005833094_R06C01,GSE89278
GSM2363846,GSM2363846_10005833080_R05C01,GSE89278
GSM2363709,GSM2363709_10003886105_R06C02,GSE89278
GSM2363629,GSM2363629_10005833032_R04C01,GSE89278
GSM2363712,GSM2363712_10003886146_R03C01,GSE89278
GSM2363594,GSM2363594_10003886016_R05C01,GSE89278
GSM2363602,GSM2363602_10003886023_R01C01,GSE89278
GSM2363731,GSM2363731_10005771156_R04C02,GSE89278
GSM2363806,GSM2363806_10005833094_R01C01,GSE89278
GSM2363814,GSM2363814_10005833094_R03C02,GSE89278
GSM2363531,GSM2363531_10003885149_R02C01,GSE89278
GSM2363597,GSM2363597_10003886016_R02C02,GSE89278
GSM2363743,GSM2363743_10005833007_R04C02,GSE89278
GSM2363646,GSM2363646_10005833035_R03C02,GSE89278
GSM2363563,GSM2363563_10003886028_R04C02,GSE89278
GSM2363775,GSM2363775_10005833065_R06C01,GSE89278
GSM2363705,GSM2363705_10003886105_R02C02,GSE89278
GSM2363706,GSM2363706_10003886105_R03C02,GSE89278
GSM2363789,GSM2363789_10005833079_R02C02,GSE89278
GSM2363666,GSM2363666_10005833073_R05C01,GSE89278
GSM2363749,GSM2363749_10005833062_R04C01,GSE89278
GSM2363878,GSM2363878_10003886039_R01C01,GSE89278
GSM2363815,GSM2363815_10005833094_R04C02,GSE89278
GSM2363858,GSM2363858_10005833095_R05C01,GSE89278
GSM2363603,GSM2363603_10003886023_R02C01,GSE89278
GSM2363669,GSM2363669_10005833073_R02C02,GSE89278
GSM2363543,GSM2363543_10003885150_R02C01,GSE89278
GSM2363606,GSM2363606_10003886023_R05C01,GSE89278
GSM2363626,GSM2363626_10005833032_R01C01,GSE89278
GSM2363832,GSM2363832_10005833063_R03C01,GSE89278
GSM2363852,GSM2363852_10005833080_R05C02,GSE89278
GSM2363708,GSM2363708_10003886105_R05C02,GSE89278
GSM2363625,GSM2363625_10003886027_R06C02,GSE89278
GSM2363566,GSM2363566_10003886051_R01C01,GSE89278
GSM2363560,GSM2363560_10003886028_R01C02,GSE89278
GSM2363643,GSM2363643_10005833035_R06C01,GSE89278
GSM2363855,GSM2363855_10005833095_R02C01,GSE89278
GSM2363772,GSM2363772_10005833065_R03C01,GSE89278
GSM2363546,GSM2363546_10003885150_R05C01,GSE89278
GSM2363808,GSM2363808_10005833094_R03C01,GSE89278
GSM2363891,GSM2363891_9904796235_R05C01,GSE89278
GSM2363540,GSM2363540_10003885149_R05C02,GSE89278
GSM2363623,GSM2363623_10003886027_R04C02,GSE89278
GSM2363752,GSM2363752_10005833062_R01C02,GSE89278
GSM2363835,GSM2363835_10005833063_R06C01,GSE89278
GSM2363645,GSM2363645_10005833035_R02C02,GSE89278
GSM2363682,GSM2363682_10003886068_R03C02,GSE89278
GSM2363732,GSM2363732_10005771156_R05C02,GSE89278
GSM2363765,GSM2363765_10005833064_R02C02,GSE89278
GSM2363737,GSM2363737_10005833007_R04C01,GSE89278
GSM2363654,GSM2363654_10005833043_R05C01,GSE89278
GSM2363628,GSM2363628_10005833032_R03C01,GSE89278
GSM2363840,GSM2363840_10005833063_R05C02,GSE89278
GSM2363894,GSM2363894_9904796235_R02C02,GSE89278
GSM2363649,GSM2363649_10005833035_R06C02,GSE89278
GSM2363726,GSM2363726_10005771156_R05C01,GSE89278
GSM2363631,GSM2363631_10005833032_R06C01,GSE89278
GSM2363685,GSM2363685_10003886068_R06C02,GSE89278
GSM2363897,GSM2363897_9904796235_R05C02,GSE89278
GSM2363837,GSM2363837_10005833063_R02C02,GSE89278
GSM2363634,GSM2363634_10005833032_R03C02,GSE89278
GSM2363551,GSM2363551_10003885150_R04C02,GSE89278
GSM2363734,GSM2363734_10005833007_R01C01,GSE89278
GSM2363673,GSM2363673_10005833073_R06C02,GSE89278
GSM2363544,GSM2363544_10003885150_R03C01,GSE89278
GSM2363582,GSM2363582_10003886014_R05C01,GSE89278
GSM2363831,GSM2363831_10005833063_R02C01,GSE89278
GSM2363748,GSM2363748_10005833062_R03C01,GSE89278
GSM2363585,GSM2363585_10003886014_R02C02,GSE89278
GSM2363788,GSM2363788_10005833079_R01C02,GSE89278
GSM2363871,GSM2363871_10005833106_R06C01,GSE89278
GSM2363562,GSM2363562_10003886028_R03C02,GSE89278
GSM2363539,GSM2363539_10003885149_R04C02,GSE89278
GSM2363622,GSM2363622_10003886027_R03C02,GSE89278
GSM2363564,GSM2363564_10003886028_R05C02,GSE89278
GSM2363647,GSM2363647_10005833035_R04C02,GSE89278
GSM2363776,GSM2363776_10005833065_R01C02,GSE89278
GSM2363579,GSM2363579_10003886014_R02C01,GSE89278
GSM2363791,GSM2363791_10005833079_R04C02,GSE89278
GSM2363859,GSM2363859_10005833095_R06C01,GSE89278
GSM2363605,GSM2363605_10003886023_R04C01,GSE89278
GSM2363688,GSM2363688_10003886104_R03C01,GSE89278
GSM2363567,GSM2363567_10003886051_R02C01,GSE89278
GSM2363768,GSM2363768_10005833064_R05C02,GSE89278
GSM2363751,GSM2363751_10005833062_R06C01,GSE89278
GSM2363834,GSM2363834_10005833063_R05C01,GSE89278
GSM2363542,GSM2363542_10003885150_R01C01,GSE89278
GSM2363828,GSM2363828_10005833034_R05C02,GSE89278
GSM2363854,GSM2363854_10005833095_R01C01,GSE89278
GSM2363750,GSM2363750_10005833062_R05C01,GSE89278
GSM2363691,GSM2363691_10003886104_R06C01,GSE89278
GSM2363608,GSM2363608_10003886023_R01C02,GSE89278
GSM2363851,GSM2363851_10005833080_R04C02,GSE89278
GSM2363611,GSM2363611_10003886023_R04C02,GSE89278
GSM2363711,GSM2363711_10003886146_R02C01,GSE89278
GSM2363794,GSM2363794_10005833085_R01C01,GSE89278
GSM2363665,GSM2363665_10005833073_R04C01,GSE89278
GSM2363856,GSM2363856_10005833095_R03C01,GSE89278
GSM2363714,GSM2363714_10003886146_R05C01,GSE89278
GSM2363717,GSM2363717_10003886146_R02C02,GSE89278
GSM2363753,GSM2363753_10005833062_R02C02,GSE89278
GSM2363670,GSM2363670_10005833073_R03C02,GSE89278
GSM2363614,GSM2363614_10003886027_R01C01,GSE89278
GSM2363817,GSM2363817_10005833094_R06C02,GSE89278
GSM2363571,GSM2363571_10003886051_R06C01,GSE89278
GSM2363536,GSM2363536_10003885149_R01C02,GSE89278
GSM2363668,GSM2363668_10005833073_R01C02,GSE89278
GSM2363627,GSM2363627_10005833032_R02C01,GSE89278
GSM2363839,GSM2363839_10005833063_R04C02,GSE89278
GSM2363756,GSM2363756_10005833062_R05C02,GSE89278
GSM2363885,GSM2363885_10003886039_R02C02,GSE89278
GSM2363745,GSM2363745_10005833007_R06C02,GSE89278
GSM2363662,GSM2363662_10005833073_R01C01,GSE89278
GSM2363874,GSM2363874_10005833106_R03C02,GSE89278
GSM2363642,GSM2363642_10005833035_R05C01,GSE89278
GSM2363771,GSM2363771_10005833065_R02C01,GSE89278
GSM2363559,GSM2363559_10003886028_R06C01,GSE89278
GSM2363774,GSM2363774_10005833065_R05C01,GSE89278
GSM2363653,GSM2363653_10005833043_R04C01,GSE89278
GSM2363570,GSM2363570_10003886051_R05C01,GSE89278
GSM2363857,GSM2363857_10005833095_R04C01,GSE89278
GSM2363565,GSM2363565_10003886028_R06C02,GSE89278
GSM2363777,GSM2363777_10005833065_R02C02,GSE89278
GSM2363860,GSM2363860_10005833095_R01C02,GSE89278
GSM2363694,GSM2363694_10003886104_R03C02,GSE89278
GSM2363591,GSM2363591_10003886016_R02C01,GSE89278
GSM2363877,GSM2363877_10005833106_R06C02,GSE89278
GSM2363676,GSM2363676_10003886068_R03C01,GSE89278
GSM2363648,GSM2363648_10005833035_R05C02,GSE89278
GSM2363805,GSM2363805_10005833085_R06C02,GSE89278
GSM2363888,GSM2363888_10003886039_R05C02,GSE89278
GSM2363545,GSM2363545_10003885150_R04C01,GSE89278
GSM2363650,GSM2363650_10005833043_R01C01,GSE89278
GSM2363733,GSM2363733_10005771156_R06C02,GSE89278
GSM2363785,GSM2363785_10005833079_R04C01,GSE89278
GSM2363702,GSM2363702_10003886105_R05C01,GSE89278
GSM2363674,GSM2363674_10003886068_R01C01,GSE89278
GSM2363757,GSM2363757_10005833062_R06C02,GSE89278
GSM2363797,GSM2363797_10005833085_R04C01,GSE89278
GSM2363573,GSM2363573_10003886051_R02C02,GSE89278
GSM2363880,GSM2363880_10003886039_R03C01,GSE89278
GSM2363800,GSM2363800_10005833085_R01C02,GSE89278
GSM2363630,GSM2363630_10005833032_R05C01,GSE89278
GSM2363883,GSM2363883_10003886039_R06C01,GSE89278
GSM2363547,GSM2363547_10003885150_R06C01,GSE89278
GSM2363833,GSM2363833_10005833063_R04C01,GSE89278
GSM2363779,GSM2363779_10005833065_R04C02,GSE89278
GSM2363548,GSM2363548_10003885150_R01C02,GSE89278
GSM2363588,GSM2363588_10003886014_R05C02,GSE89278
GSM2363671,GSM2363671_10005833073_R04C02,GSE89278
GSM2363736,GSM2363736_10005833007_R03C01,GSE89278
GSM2363754,GSM2363754_10005833062_R03C02,GSE89278
GSM2363697,GSM2363697_10003886104_R06C02,GSE89278
GSM2363651,GSM2363651_10005833043_R02C01,GSE89278
GSM2363568,GSM2363568_10003886051_R03C01,GSE89278
GSM2363863,GSM2363863_10005833095_R04C02,GSE89278
GSM2363780,GSM2363780_10005833065_R05C02,GSE89278
GSM2363699,GSM2363699_10003886105_R02C01,GSE89278
GSM2363782,GSM2363782_10005833079_R01C01,GSE89278
GSM2363590,GSM2363590_10003886016_R01C01,GSE89278
GSM2363876,GSM2363876_10005833106_R05C02,GSE89278
GSM2363793,GSM2363793_10005833079_R06C02,GSE89278
GSM2363710,GSM2363710_10003886146_R01C01,GSE89278
GSM2363836,GSM2363836_10005833063_R01C02,GSE89278
GSM2363553,GSM2363553_10003885150_R06C02,GSE89278
GSM2363596,GSM2363596_10003886016_R01C02,GSE89278
GSM2363679,GSM2363679_10003886068_R06C01,GSE89278
GSM2363882,GSM2363882_10003886039_R05C01,GSE89278
GSM2363607,GSM2363607_10003886023_R06C01,GSE89278
GSM2363690,GSM2363690_10003886104_R05C01,GSE89278
GSM2363773,GSM2363773_10005833065_R04C01,GSE89278
GSM2363609,GSM2363609_10003886023_R02C02,GSE89278
GSM2363718,GSM2363718_10003886146_R03C02,GSE89278
GSM2363796,GSM2363796_10005833085_R03C01,GSE89278
GSM2363879,GSM2363879_10003886039_R02C01,GSE89278
GSM2363589,GSM2363589_10003886014_R06C02,GSE89278
GSM2363759,GSM2363759_10005833064_R02C01,GSE89278
GSM2363842,GSM2363842_10005833080_R01C01,GSE89278
GSM2363868,GSM2363868_10005833106_R03C01,GSE89278
GSM2363656,GSM2363656_10005833043_R01C02,GSE89278
GSM2363576,GSM2363576_10003886051_R05C02,GSE89278
GSM2363862,GSM2363862_10005833095_R03C02,GSE89278
GSM2363659,GSM2363659_10005833043_R04C02,GSE89278
GSM2363813,GSM2363813_10005833094_R02C02,GSE89278
GSM2363610,GSM2363610_10003886023_R03C02,GSE89278
GSM2363896,GSM2363896_9904796235_R04C02,GSE89278
GSM2363693,GSM2363693_10003886104_R02C02,GSE89278
GSM2363687,GSM2363687_10003886104_R02C01,GSE89278
GSM2363816,GSM2363816_10005833094_R05C02,GSE89278
GSM2363604,GSM2363604_10003886023_R03C01,GSE89278
GSM2363713,GSM2363713_10003886146_R04C01,GSE89278
GSM2363865,GSM2363865_10005833095_R06C02,GSE89278
GSM2363667,GSM2363667_10005833073_R06C01,GSE89278
GSM2363584,GSM2363584_10003886014_R01C02,GSE89278
GSM2363587,GSM2363587_10003886014_R04C02,GSE89278
GSM2363719,GSM2363719_10003886146_R04C02,GSE89278
GSM2363802,GSM2363802_10005833085_R03C02,GSE89278
GSM2363715,GSM2363715_10003886146_R06C01,GSE89278
GSM2363798,GSM2363798_10005833085_R05C01,GSE89278
GSM2363612,GSM2363612_10003886023_R05C02,GSE89278
GSM2363695,GSM2363695_10003886104_R04C02,GSE89278
GSM2363550,GSM2363550_10003885150_R03C02,GSE89278
GSM2363762,GSM2363762_10005833064_R05C01,GSE89278
GSM2363615,GSM2363615_10003886027_R02C01,GSE89278
GSM2363830,GSM2363830_10005833063_R01C01,GSE89278
GSM2363747,GSM2363747_10005833062_R02C01,GSE89278
GSM2363593,GSM2363593_10003886016_R04C01,GSE89278
GSM2363636,GSM2363636_10005833032_R05C02,GSE89278
GSM2363618,GSM2363618_10003886027_R05C01,GSE89278
GSM2363535,GSM2363535_10003885149_R06C01,GSE89278
GSM2363848,GSM2363848_10005833080_R01C02,GSE89278
GSM2363644,GSM2363644_10005833035_R01C02,GSE89278
GSM2363619,GSM2363619_10003886027_R06C01,GSE89278
GSM2363672,GSM2363672_10005833073_R05C02,GSE89278
GSM2363613,GSM2363613_10003886023_R06C02,GSE89278
GSM2363801,GSM2363801_10005833085_R02C02,GSE89278
GSM2363556,GSM2363556_10003886028_R03C01,GSE89278
GSM2363696,GSM2363696_10003886104_R05C02,GSE89278
GSM2363884,GSM2363884_10003886039_R01C02,GSE89278
GSM2363639,GSM2363639_10005833035_R02C01,GSE89278
GSM2363739,GSM2363739_10005833007_R06C01,GSE89278
GSM2363530,GSM2363530_10003885149_R01C01,GSE89278
GSM2363742,GSM2363742_10005833007_R03C02,GSE89278
GSM2363675,GSM2363675_10003886068_R02C01,GSE89278
GSM2363592,GSM2363592_10003886016_R03C01,GSE89278
GSM2363721,GSM2363721_10003886146_R06C02,GSE89278
GSM2363887,GSM2363887_10003886039_R04C02,GSE89278
GSM2363850,GSM2363850_10005833080_R03C02,GSE89278
GSM2363616,GSM2363616_10003886027_R03C01,GSE89278
GSM2363853,GSM2363853_10005833080_R06C02,GSE89278
GSM2363533,GSM2363533_10003885149_R04C01,GSE89278
GSM2363845,GSM2363845_10005833080_R04C01,GSE89278
GSM2363641,GSM2363641_10005833035_R04C01,GSE89278
GSM2363538,GSM2363538_10003885149_R03C02,GSE89278
GSM2363799,GSM2363799_10005833085_R06C01,GSE89278
GSM2363738,GSM2363738_10005833007_R05C01,GSE89278
GSM2363635,GSM2363635_10005833032_R04C02,GSE89278
GSM2363633,GSM2363633_10005833032_R02C02,GSE89278
GSM2363716,GSM2363716_10003886146_R01C02,GSE89278
GSM2363841,GSM2363841_10005833063_R06C02,GSE89278
GSM2363595,GSM2363595_10003886016_R06C01,GSE89278
GSM2363881,GSM2363881_10003886039_R04C01,GSE89278
GSM2363778,GSM2363778_10005833065_R03C02,GSE89278
GSM2363844,GSM2363844_10005833080_R03C01,GSE89278
GSM2363658,GSM2363658_10005833043_R03C02,GSE89278
GSM2363741,GSM2363741_10005833007_R02C02,GSE89278
GSM2363569,GSM2363569_10003886051_R04C01,GSE89278
GSM2363698,GSM2363698_10003886105_R01C01,GSE89278
GSM2363735,GSM2363735_10005833007_R02C01,GSE89278
GSM2363532,GSM2363532_10003885149_R03C01,GSE89278
GSM2363572,GSM2363572_10003886051_R01C02,GSE89278
GSM2363655,GSM2363655_10005833043_R06C01,GSE89278
GSM2363838,GSM2363838_10005833063_R03C02,GSE89278
GSM2363755,GSM2363755_10005833062_R04C02,GSE89278
GSM2363552,GSM2363552_10003885150_R05C02,GSE89278
GSM2363758,GSM2363758_10005833064_R01C01,GSE89278
GSM2363781,GSM2363781_10005833065_R06C02,GSE89278
GSM2363549,GSM2363549_10003885150_R02C02,GSE89278
GSM2363761,GSM2363761_10005833064_R04C01,GSE89278
GSM2363678,GSM2363678_10003886068_R05C01,GSE89278
GSM2363575,GSM2363575_10003886051_R04C02,GSE89278
GSM2363861,GSM2363861_10005833095_R02C02,GSE89278
GSM2363541,GSM2363541_10003885149_R06C02,GSE89278
GSM2363827,GSM2363827_10005833034_R04C02,GSE89278
GSM2363701,GSM2363701_10003886105_R04C01,GSE89278
GSM2363598,GSM2363598_10003886016_R03C02,GSE89278
GSM2363652,GSM2363652_10005833043_R03C01,GSE89278
GSM2363727,GSM2363727_10005771156_R06C01,GSE89278
GSM2363810,GSM2363810_10005833094_R05C01,GSE89278
GSM2363664,GSM2363664_10005833073_R03C01,GSE89278
GSM2363847,GSM2363847_10005833080_R06C01,GSE89278
GSM2363764,GSM2363764_10005833064_R01C02,GSE89278
GSM2363864,GSM2363864_10005833095_R05C02,GSE89278
GSM2363561,GSM2363561_10003886028_R02C02,GSE89278
GSM2363581,GSM2363581_10003886014_R04C01,GSE89278
GSM2363784,GSM2363784_10005833079_R03C01,GSE89278
GSM2363867,GSM2363867_10005833106_R02C01,GSE89278
GSM2363555,GSM2363555_10003886028_R02C01,GSE89278
GSM2363638,GSM2363638_10005833035_R01C01,GSE89278
GSM2363681,GSM2363681_10003886068_R02C02,GSE89278
GSM2363893,GSM2363893_9904796235_R01C02,GSE89278
GSM2363767,GSM2363767_10005833064_R04C02,GSE89278
GSM2363804,GSM2363804_10005833085_R05C02,GSE89278
GSM2363807,GSM2363807_10005833094_R02C01,GSE89278
GSM2363621,GSM2363621_10003886027_R02C02,GSE89278
GSM2363704,GSM2363704_10003886105_R01C02,GSE89278
GSM2363770,GSM2363770_10005833065_R01C01,GSE89278
GSM2363558,GSM2363558_10003886028_R05C01,GSE89278
GSM2363870,GSM2363870_10005833106_R05C01,GSE89278
GSM2363684,GSM2363684_10003886068_R05C02,GSE89278
GSM2363601,GSM2363601_10003886016_R06C02,GSE89278
GSM2363890,GSM2363890_9904796235_R03C01,GSE89278
GSM2363661,GSM2363661_10005833043_R06C02,GSE89278
GSM2363744,GSM2363744_10005833007_R05C02,GSE89278
GSM2363873,GSM2363873_10005833106_R02C02,GSE89278
GSM2363787,GSM2363787_10005833079_R06C01,GSE89278
GSM2363578,GSM2363578_10003886014_R01C01,GSE89278
GSM2363707,GSM2363707_10003886105_R04C02,GSE89278
GSM2363790,GSM2363790_10005833079_R03C02,GSE89278
GSM2815681,GSM2815681_3999356029_R01C01,GSE105018
GSM2815598,GSM2815598_200049730113_R06C01,GSE105018
GSM2814287,GSM2814287_9828653069_R05C01,GSE105018
GSM2815054,GSM2815054_200091640106_R06C01,GSE105018
GSM2815100,GSM2815100_101032570074_R04C01,GSE105018
GSM2815183,GSM2815183_101032570073_R01C02,GSE105018
GSM2815266,GSM2815266_101130760022_R05C02,GSE105018
GSM2815515,GSM2815515_101130760118_R01C02,GSE105018
GSM2815432,GSM2815432_200091640046_R06C02,GSE105018
GSM2815349,GSM2815349_101032560092_R06C02,GSE105018
GSM2815303,GSM2815303_101032560072_R06C02,GSE105018
GSM2814204,GSM2814204_9828653012_R03C02,GSE105018
GSM2814121,GSM2814121_9741779150_R02C02,GSE105018
GSM2814934,GSM2814934_200049730154_R04C01,GSE105018
GSM2814851,GSM2814851_200091640091_R02C01,GSE105018
GSM2815137,GSM2815137_101032570002_R01C02,GSE105018
GSM2815220,GSM2815220_101130760095_R04C02,GSE105018
GSM2815017,GSM2815017_200091640063_R05C01,GSE105018
GSM2815163,GSM2815163_101032570063_R03C02,GSE105018
GSM2815246,GSM2815246_101130760024_R01C01,GSE105018
GSM2814536,GSM2814536_9992576166_R05C01,GSE105018
GSM2814619,GSM2814619_10006044078_R04C01,GSE105018
GSM2815661,GSM2815661_3999442100_R05C01,GSE105018
GSM2814702,GSM2814702_200049730093_R05C01,GSE105018
GSM2814748,GSM2814748_200049730110_R03C01,GSE105018
GSM2814665,GSM2814665_200049730037_R02C01,GSE105018
GSM2815034,GSM2815034_200090280116_R04C02,GSE105018
GSM2814831,GSM2814831_200091640098_R06C01,GSE105018
GSM2815532,GSM2815532_101130760142_R06C02,GSE105018
GSM2815329,GSM2815329_101032560100_R02C01,GSE105018
GSM2815449,GSM2815449_200091640018_R05C01,GSE105018
GSM2815117,GSM2815117_101032570078_R03C02,GSE105018
GSM2814825,GSM2814825_200091640099_R06C02,GSE105018
GSM2814742,GSM2814742_200049730053_R03C02,GSE105018
GSM2814622,GSM2814622_10006044078_R01C02,GSE105018
GSM2814539,GSM2814539_9992576166_R02C02,GSE105018
GSM2814908,GSM2814908_200091640100_R06C02,GSE105018
GSM2814954,GSM2814954_200049730155_R06C02,GSE105018
GSM2815037,GSM2815037_200091640069_R01C01,GSE105018
GSM2815120,GSM2815120_101032570078_R06C02,GSE105018
GSM2815452,GSM2815452_101130760125_R02C01,GSE105018
GSM2814370,GSM2814370_9878827051_R05C02,GSE105018
GSM2814453,GSM2814453_9971851023_R06C02,GSE105018
GSM2814582,GSM2814582_10006044052_R03C01,GSE105018
GSM2815578,GSM2815578_200049730127_R04C02,GSE105018
